0,1,2,3,4,5,6,7,8,Accl_x,Accel_y,Accel_M
1,1.222693920135498,0.14390908181667328,-0.9072993993759155,0.9186414011665351,0.0,0.0,0.0,0.9186,0.0,0.0,0.0
1,1.3219289779663086,0.2189090996980667,-0.9072993993759155,0.9333345563293557,0.5000001192092896,0.0,0.5000001192092896,0.9333,5.038543133231785,0.0,5.038543133231785
1,1.4271528720855713,0.2439091056585312,-0.9072993993759155,0.9395125608160019,0.0,0.0,0.0,0.9395,-4.751773571909249,0.0,4.751773571909249
1,1.5263910293579102,0.29390910267829895,-0.9072993993759155,0.9537162894409741,0.5000001192092896,0.0,0.5000001192092896,0.9537,5.038385767655291,0.0,5.038385767655291
1,1.6230449676513672,0.3189091086387634,-0.9072993993759155,0.9617147288466927,0.0,0.0,0.0,0.9617,-5.1730961824981,0.0,5.1730961824981
1,1.7352728843688965,0.3189091086387634,-0.9072993993759155,0.9617147288466927,0.0,0.0,0.0,0.9617,0.0,0.0,0.0
1,1.836143970489502,0.3439091145992279,-0.8822994232177734,0.9469560450806788,0.0,0.0,0.0,0.947,0.0,0.0,0.0
1,1.9350919723510742,0.3439091145992279,-0.8322994709014893,0.9005531013590058,0.0,0.4999995231628418,0.4999995231628418,0.9006,5.053154321017401,5.053154321017401,7.146239373547017
1,2.036320924758911,0.3439091145992279,-0.8072994947433472,0.8774998309500056,0.0,0.4999995231628418,0.4999995231628418,0.8775,0.0,0.0,0.0
1,2.130964994430542,0.3439091145992279,-0.757299542427063,0.8317307713825813,0.0,0.4999995231628418,0.4999995231628418,0.8317,0.0,0.0,0.0
1,2.2318451404571533,0.3439091145992279,-0.7072995901107788,0.7864770748567949,0.0,0.4999995231628418,0.4999995231628418,0.7865,0.0,0.0,0.0
1,2.337906837463379,0.3689091205596924,-0.6322996020317078,0.7320496745177759,0.5000001192092896,1.000000238418579,1.1180342553099698,0.732,5.827124679240714,4.714243967135359,7.49529707277092
1,2.4508888721466064,0.3689091205596924,-0.5572996735572815,0.6683388851317706,0.0,0.4999995231628418,0.4999995231628418,0.6683,-5.470203593694678,-4.425488677537188,7.03619765153595
1,2.548468828201294,0.39390912652015686,-0.5072996616363525,0.6422751331417329,0.0,0.0,0.0,0.6423,-5.123998240813135,-5.123998240813135,7.246427805733816
1,2.6598880290985107,0.41890913248062134,-0.48229965567588806,0.6388253432204666,0.0,0.0,0.0,0.6388,0.0,0.0,0.0
1,2.762789726257324,0.5189091563224792,-0.48229965567588806,0.7084346620404647,1.000000238418579,0.0,1.000000238418579,0.7084,9.718015018500884,0.0,9.718015018500884
1,2.85270094871521,0.5439091324806213,-0.48229965567588806,0.7269457354307144,0.0,0.0,0.0,0.7269,-11.122084775201198,0.0,11.122084775201198
1,2.9516959190368652,0.5939090847969055,-0.48229965567588806,0.7650757863567361,0.0,0.0,0.0,0.7651,0.0,0.0,0.0
1,3.055294990539551,0.6189090609550476,-0.48229965567588806,0.7846409265373169,0.0,0.0,0.0,0.7846,0.0,0.0,0.0
1,3.1576039791107178,0.6689090132713318,-0.48229965567588806,0.8246527911192121,0.4999995231628418,0.0,0.4999995231628418,0.8247,4.887151462894562,0.0,4.887151462894562
2,3.257427930831909,0.6939089894294739,-0.48229965567588806,0.8450577752296667,0.0,0.0,0.0,0.8247,-5.008813160987074,0.0,5.008813160987074
2,3.3626868724823,0.7439089417457581,-0.48229965567588806,0.8865740078946449,0.4999995231628418,0.0,0.4999995231628418,0.8247,4.7501857355126305,0.0,4.7501857355126305
2,3.473383903503418,0.7939088940620422,-0.48229965567588806,0.9289264179341091,0.4999995231628418,0.0,0.4999995231628418,0.8247,0.0,0.0,0.0
2,3.5786828994750977,0.7939088940620422,-0.48229965567588806,0.9289264179341091,0.0,0.0,0.0,0.8247,-4.748378828771714,0.0,4.748378828771714
2,3.6862549781799316,0.8439088463783264,-0.4572996497154236,0.9598463994960063,0.4999995231628418,0.5000001192092896,0.7071065283055821,0.8247,6.5733277335451055,4.64804738580199,8.05065102915621
2,3.7908759117126465,0.8439088463783264,-0.38229963183403015,0.9264637874714978,0.0,0.5000001192092896,0.5000001192092896,0.8247,-1.979588616761201,0.0,1.979588616761201
2,3.8916218280792236,0.8439088463783264,-0.3572996258735657,0.9164306649414279,0.0,0.0,0.0,0.8247,-4.962981500808171,-4.962981500808171,7.018715748249694
2,4.007664918899536,0.8189088702201843,-0.3072996139526367,0.8746683888541635,-0.4999995231628418,0.5000001192092896,0.7071065283055821,0.8247,6.0934823719966635,4.308745274490467,7.462962766775539
2,4.116446018218994,0.7939088940620422,-0.3072996139526367,0.8513074560969466,0.0,0.0,0.0,0.8247,-6.5002701087715495,-4.596387813115738,7.961174060121269
2,4.2089149951934814,0.7439088821411133,-0.28229960799217224,0.7956717247715762,0.0,0.0,0.0,0.8247,0.0,0.0,0.0
2,4.3147430419921875,0.7189089059829712,-0.28229960799217224,0.7723490686044534,-0.4999995231628418,0.0,0.4999995231628418,0.8247,4.724640946212334,0.0,4.724640946212334
2,4.418853044509888,0.6939089298248291,-0.25729960203170776,0.7400761366888644,0.0,0.0,0.0,0.8247,-4.8026079249958205,0.0,4.8026079249958205
2,4.510520935058594,0.6939089298248291,-0.25729960203170776,0.7400761366888644,0.0,0.0,0.0,0.8247,0.0,0.0,0.0
2,4.626165866851807,0.6439089775085449,-0.2322995960712433,0.6845304037447589,-0.4999995231628418,0.0,0.4999995231628418,0.8247,4.323574889186681,0.0,4.323574889186681
2,4.723718881607056,0.5689090490341187,-0.2072995901107788,0.6055003105969493,-0.4999995231628418,0.0,0.4999995231628418,0.8247,0.0,0.0,0.0
2,4.818501949310303,0.5439090728759766,-0.18229958415031433,0.57364642240511,0.0,0.0,0.0,0.8247,-5.275198780527683,0.0,5.275198780527683
2,4.9256980419158936,0.4689090847969055,-0.15729957818984985,0.49458961483615504,-0.5000001192092896,0.0,0.5000001192092896,0.8247,4.664350230086764,0.0,4.664350230086764
2,5.023391962051392,0.41890907287597656,-0.13229957222938538,0.43930398148649713,-0.5000001192092896,0.5000001192092896,0.7071069497739416,0.8247,2.1199561884445024,5.118026981779489,5.539712485964142
2,5.134291887283325,0.3939090669155121,-0.1072995737195015,0.4082616214128339,0.0,0.4999999701976776,0.4999999701976776,0.8247,-1.8675123463169625,-1.3436583624996775e-06,1.8675123463174457
2,5.2411088943481445,0.3689090609550476,-0.08229957520961761,0.37797766512641795,0.0,0.4999999701976776,0.4999999701976776,0.8247,0.0,0.0,0.0
2,5.343360900878906,0.3689090609550476,-0.057299576699733734,0.3733324748059077,0.0,0.4999999701976776,0.4999999701976776,0.8247,0.0,0.0,0.0
2,5.447540998458862,0.3689090609550476,-0.032299578189849854,0.37032034511484413,0.0,0.4999999701976776,0.4999999701976776,0.8247,0.0,0.0,0.0
2,5.559927940368652,0.3939090669155121,-0.032299578189849854,0.395231091577436,0.0,0.0,0.0,0.8247,-4.448915164886452,-4.448915164886452,6.291716164029754
2,5.65531587600708,0.41890907287597656,-0.007299577817320824,0.41897266638066183,0.0,0.0,0.0,0.8247,0.0,0.0,0.0
2,5.753046989440918,0.5189090967178345,-0.007299577817320824,0.5189604363463848,0.5000001192092896,0.0,0.5000001192092896,0.8247,5.116079226374312,0.0,5.116079226374312
3,5.854549884796143,0.5689090490341187,-0.007299577817320824,0.5689558769440881,0.0,0.0,0.0,0.569,-4.925969032306558,0.0,4.925969032306558
3,5.951340913772583,0.5939090251922607,-0.007299577817320824,0.593953882082719,0.0,0.0,0.0,0.594,0.0,0.0,0.0
3,6.060356140136719,0.6439089775085449,-0.007299577817320824,0.643950351465399,0.0,0.0,0.0,0.644,0.0,0.0,0.0
3,6.172155857086182,0.6439089775085449,0.042700424790382385,0.6453232504670655,0.0,1.0000001192092896,1.0000001192092896,0.6453,8.944567540017315,8.944567540017315,12.64952872465464
3,6.2648680210113525,0.6439089775085449,0.1427004188299179,0.6595317891128022,0.0,0.4999999701976776,0.4999999701976776,0.6595,-5.3930372007622225,-5.3930372007622225,7.626906351700567
3,6.369642972946167,0.6439089775085449,0.16770042479038239,0.665388761395152,0.0,0.0,0.0,0.6654,-4.772132661141679,-4.772132661141679,6.748814730830172
3,6.479176998138428,0.6439089775085449,0.19270043075084686,0.6721251574875484,0.0,0.0,0.0,0.6721,0.0,0.0,0.0
3,6.583954811096191,0.5939090251922607,0.24270044267177582,0.6415850957417085,-0.4999995231628418,0.5000001192092896,0.7071065283055821,0.6416,6.748628439024771,4.772003777277175,8.265349711800557
3,6.689364910125732,0.5689090490341187,0.24270044267177582,0.6185151663023156,0.0,0.0,0.0,0.6185,-6.708147841768145,-4.743379655389236,8.215771298069289
3,6.800370931625366,0.49390909075737,0.2927004396915436,0.5741251930793447,-0.5000001192092896,0.5000001192092896,0.7071069497739416,0.5741,6.369987323401861,4.5042612324498,7.801609305165863
3,6.902553081512451,0.44390907883644104,0.31770044565200806,0.5458835438451155,-0.5000001192092896,0.0,0.5000001192092896,0.5459,-2.0268396270142364,-4.893223716292994,5.296387184801299
3,6.999803781509399,0.31890904903411865,0.367700457572937,0.48673052919987786,-0.5000001192092896,0.0,0.5000001192092896,0.4867,0.0,0.0,0.0
3,7.104896068572998,0.1439090520143509,0.41770046949386597,0.44179576442861607,-0.9999999403953552,0.5000001192092896,1.118033988749903,0.4418,5.880868014287273,4.757724217255875,7.564426503637282
3,7.2056779861450195,0.06890905648469925,0.41770046949386597,0.423346359711534,-0.4999999701976776,0.0,0.4999999701976776,0.4233,-6.1323899509111985,-4.961208630030044,7.887952686262845
3,7.306682109832764,0.01890905573964119,0.41770046949386597,0.4181282513827078,-1.0,0.0,1.0,0.4181,4.950293231077183,0.0,4.950293231077183
3,7.407138109207153,-0.00609094463288784,0.3927004635334015,0.39274769721268804,0.0,0.0,0.0,0.3927,-9.954607054110308,0.0,9.954607054110308
3,7.505384922027588,-0.00609094463288784,0.367700457572937,0.3677509022502435,0.0,-0.5000001192092896,0.5000001192092896,0.3678,5.089224829340147,-5.089224829340147,7.197250775618737
3,7.59656286239624,-0.00609094463288784,0.34270045161247253,0.342754575668821,0.0,0.0,0.0,0.3428,-5.4837838756576405,5.4837838756576405,7.75524153007793
